index,timestamp,age,industry,job title,job_title_context,salary,compensation,currency,other_currency,income_context,country,state,city,professional_experience_overall,professional_experience_in_specified_field,education,gender,race,total_salary,amount_usd
720,4/27/2021 11:14:03,29.5,nonprofits,program manager,,60000,0.0,USD,,,united states,ohio,columbus,6.0,3.0,College degree,Woman,White,60000.0,60000.0
722,4/27/2021 11:14:04,29.5,manufacturing ,project manager,,66250,6000.0,USD,,,united states,tennessee,nashville,9.0,6.0,Master's degree,Man,White,72250.0,72250.0
727,4/27/2021 11:14:06,39.5,law,associate attorney,,90000,0.0,USD,,"No salary, I’m paid a percentage of my billing.",united states,oregon,portland,15.5,15.5,PhD,Man,White,90000.0,90000.0
733,4/27/2021 11:14:09,29.5,education (higher education),archivist,,67675,0.0,USD,,,united states,connecticut,new haven,15.5,9.0,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White",67675.0,67675.0
747,4/27/2021 11:14:25,29.5,health care,rn,BSN,40000,0.0,USD,,,united states,illinois,niles,9.0,9.0,College degree,Woman,White,40000.0,40000.0
749,4/27/2021 11:14:26,29.5,law,attorney,,160000,20000.0,USD,,,united states,florida,orlando,9.0,9.0,PhD,Woman,White,180000.0,180000.0
760,4/27/2021 11:14:32,49.5,education (higher education),assistant professor,"tenured, 2-year college",72000,2000.0,USD,,,united states,illinois,chicago,15.5,15.5,PhD,Man,White,74000.0,74000.0
764,4/27/2021 11:14:35,49.5,government and public administration,associate director,of a 3 person organization,72000,0.0,USD,,,united states,georgia,augusta,25.5,15.5,Master's degree,Woman,White,72000.0,72000.0
767,4/27/2021 11:14:38,29.5,nonprofits,operations manager,,58000,0.0,USD,,,united states,illinois,chicago,6.0,6.0,College degree,Woman,White,58000.0,58000.0
771,4/27/2021 11:14:40,29.5,education (higher education),executive assistant,,44000,0.0,USD,,,united states,new mexico,las cruces,6.0,6.0,College degree,Man,White,44000.0,44000.0
772,4/27/2021 11:14:42,21.0,nonprofits,program coordinator,Lowest position in the hierarchy - entry level,41000,0.0,USD,,,united states,district of columbia,dc,3.0,3.0,College degree,Woman,White,41000.0,41000.0
777,4/27/2021 11:14:45,29.5,nonprofits,project manager,,80000,4500.0,USD,,Bonuses vary each year. Also added in retirement contribution from employer,united states,massachusetts,cambridge,6.0,3.0,Master's degree,Woman,White,84500.0,84500.0
779,4/27/2021 11:14:46,29.5,computing or tech,software developer,,100000,10000.0,USD,,,united states,ohio,columbus,3.0,3.0,College degree,Woman,White,110000.0,110000.0
782,4/27/2021 11:14:48,39.5,business or consulting,senior project manager,,145600,0.0,USD,,,united states,california,oakland,15.5,15.5,College degree,Woman,White,145600.0,145600.0
789,4/27/2021 11:14:55,29.5,law,staff attorney,Government,89000,1000.0,USD,,,united states,maryland,annapolis,9.0,3.0,Master's degree,Woman,White,90000.0,90000.0
790,4/27/2021 11:14:55,29.5,"accounting, banking & finance",administrative assistant,,43000,5000.0,USD,,,united states,colorado,broomfield,6.0,3.0,College degree,Woman,White,48000.0,48000.0
794,4/27/2021 11:14:57,29.5,law,attorney,Estate planning and administration,70000,10000.0,USD,,,united states,massachusetts,newton,15.5,9.0,PhD,Woman,White,80000.0,80000.0
808,4/27/2021 11:15:12,29.5,education (primary/secondary),teacher,,93689,0.0,USD,,,united states,pennsylvania,philadelphia,15.5,15.5,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White",93689.0,93689.0
809,4/27/2021 11:15:14,39.5,"accounting, banking & finance",senior manager,tax at a large accounting firm,186000,5000.0,USD,,,united states,new york,new york city,15.5,15.5,Master's degree,Woman,White,191000.0,191000.0
811,4/27/2021 11:15:15,29.5,computing or tech,project manager,Technical Project Manager,110000,5000.0,USD,,,united states,california,san francisco,9.0,6.0,College degree,Woman,White,115000.0,115000.0
816,4/27/2021 11:15:23,39.5,business or consulting,senior associate,,100000,0.0,USD,,Don't really know the bonus yet,united states,massachusetts,boston,15.5,6.0,PhD,Woman,White,100000.0,100000.0
817,4/27/2021 11:15:24,21.0,media & digital,software developer,,72000,0.0,USD,,"This is the gross income, before things are stored in my HSA, 401k, etc.",united states,illinois,moline,3.0,3.0,College degree,Woman,Asian or Asian American,72000.0,72000.0
820,4/27/2021 11:15:24,39.5,"accounting, banking & finance",office manager,,58500,1500.0,USD,,,united states,oregon,portland,15.5,6.0,College degree,Woman,White,60000.0,60000.0
831,4/27/2021 11:15:34,39.5,nonprofits,senior manager,,130000,0.0,USD,,,united states,district of columbia,washington ,15.5,15.5,College degree,Woman,White,130000.0,130000.0
834,4/27/2021 11:15:36,39.5,nonprofits,executive director,,87500,0.0,USD,,,united states,idaho,boise,15.5,15.5,Master's degree,Woman,White,87500.0,87500.0
835,4/27/2021 11:15:37,21.0,business or consulting,research analyst,,68150,0.0,USD,,,united states,virginia,falls church,3.0,3.0,College degree,Woman,"Asian or Asian American, White",68150.0,68150.0
836,4/27/2021 11:15:39,39.5,engineering or manufacturing,operations manager,,156000,20000.0,USD,,,united states,california,los angeles,15.5,15.5,College degree,Woman,White,176000.0,176000.0
839,4/27/2021 11:15:43,29.5,business or consulting,consultant,,165000,20000.0,USD,,,united states,massachusetts,boston,1.0,1.0,PhD,Woman,White,185000.0,185000.0
852,4/27/2021 11:15:51,29.5,business or consulting,project manager,,60000,5000.0,USD,,,united states,michigan,rochester hills,3.0,3.0,College degree,Woman,White,65000.0,65000.0
860,4/27/2021 11:15:58,39.5,art & design,director,art consulting agency,60000,18000.0,USD,,,united states,new york,new york city,15.5,15.5,College degree,Woman,White,78000.0,78000.0
862,4/27/2021 11:16:01,21.0,government and public administration,librarian,,31000,0.0,USD,,,united states,indiana,fort wayne,3.0,3.0,College degree,Woman,White,31000.0,31000.0
863,4/27/2021 11:16:04,29.5,education (higher education),software developer,,88000,0.0,USD,,,united states,massachusetts,boston,9.0,6.0,College degree,Woman,White,88000.0,88000.0
866,4/27/2021 11:16:07,59.5,government and public administration,library assistant,work in the computer lab,24000,0.0,USD,,,united states,tennessee,bristol,25.5,9.0,College degree,Woman,White,24000.0,24000.0
875,4/27/2021 11:16:15,29.5,media & digital,senior editor,Senior Editor in Books Publishing,71800,4000.0,USD,,,united states,new york,new york city,6.0,6.0,College degree,Woman,White,75800.0,75800.0
876,4/27/2021 11:16:15,29.5,education (primary/secondary),program coordinator,,36600,0.0,USD,,,united states,rhode island,providence,6.0,3.0,Master's degree,Woman,White,36600.0,36600.0
891,4/27/2021 11:16:31,29.5,"accounting, banking & finance",senior accountant,,80000,5000.0,USD,,,united states,north carolina,greensboro,9.0,9.0,Master's degree,Woman,White,85000.0,85000.0
893,4/27/2021 11:16:31,29.5,nonprofits,data analyst,,85000,0.0,USD,,,united states,new york,new york city,6.0,6.0,Master's degree,Woman,"Asian or Asian American, White",85000.0,85000.0
895,4/27/2021 11:16:35,49.5,computing or tech,technical writer,,50000,0.0,USD,,"I recently changed careers, so this is entry level despite my age.",united states,utah,lehi,9.0,1.0,College degree,Woman,White,50000.0,50000.0
899,4/27/2021 11:16:41,21.0,"accounting, banking & finance",analyst,,90000,55000.0,CAD,,,canada,ontario,toronto,1.0,1.0,College degree,Woman,White,145000.0,107300.0
904,4/27/2021 11:16:46,29.5,computing or tech,senior software engineer,,132860,10000.0,USD,,,united states,south carolina,columbia,15.5,9.0,Master's degree,Woman,Black or African American,142860.0,142860.0
907,4/27/2021 11:16:49,29.5,art & design,graphic designer,,27300,0.0,USD,,,united states,south carolina,greenville,6.0,6.0,College degree,Woman,White,27300.0,27300.0
908,4/27/2021 11:16:51,29.5,computing or tech,mechanical engineer,,135000,85000.0,USD,,,united states,washington,seattle,9.0,6.0,Master's degree,Woman,White,220000.0,220000.0
923,4/27/2021 11:17:07,29.5,"accounting, banking & finance",staff accountant,,64000,10000.0,USD,,,united states,texas,houston,15.5,6.0,College degree,Woman,White,74000.0,74000.0
925,4/27/2021 11:17:07,29.5,law,paralegal,,43500,200.0,USD,,,united states,illinois,springfield,9.0,6.0,College degree,Woman,White,43700.0,43700.0
927,4/27/2021 11:17:08,29.5,"accounting, banking & finance",operations manager,,83000,8000.0,USD,,,united states,georgia,atlanta,9.0,9.0,Master's degree,Man,White,91000.0,91000.0
928,4/27/2021 11:17:09,29.5,nonprofits,program manager,,49500,1500.0,USD,,,united states,maryland,gaithersburg,9.0,6.0,College degree,Woman,White,51000.0,51000.0
936,4/27/2021 11:17:18,49.5,"leisure, sport & tourism",operations manager,"Basically ""Jill of all trades"" for a Martial Arts academy",60000,0.0,CAD,,,canada,ontario,toronto,25.5,3.0,College degree,Woman,White,60000.0,44400.0
937,4/27/2021 11:17:19,39.5,engineering or manufacturing,project manager,,104000,4000.0,USD,,,united states,california,oakland,15.5,15.5,Master's degree,Woman,White,108000.0,108000.0
945,4/27/2021 11:17:30,29.5,education (primary/secondary),teacher,,42400,0.0,CAD,,Private school salary (tends to be lower than public schools) ,canada,ontario,mississauga,3.0,3.0,College degree,Man,White,42400.0,31376.0
954,4/27/2021 11:17:35,29.5,computing or tech,software engineer ,,160000,100000.0,USD,,,united states,california,mountain view,9.0,9.0,College degree,Woman,White,260000.0,260000.0
960,4/27/2021 11:17:48,21.0,"accounting, banking & finance",analyst,,27000,0.0,GBP,,,united kingdom,,london,1.0,1.0,College degree,Non-binary,White,27000.0,34020.0
962,4/27/2021 11:17:49,39.5,nonprofits,controller,,98000,0.0,USD,,,united states,new york,syracuse,15.5,15.5,Master's degree,Woman,White,98000.0,98000.0
966,4/27/2021 11:17:51,39.5,education (higher education),academic advisor,,52000,0.0,USD,,,united states,north carolina,charlotte,15.5,9.0,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White",52000.0,52000.0
968,4/27/2021 11:17:53,29.5,education (higher education),associate director,I manage two graduate programs,90000,0.0,USD,,,united states,new york,new york city,9.0,6.0,Master's degree,Woman,White,90000.0,90000.0
970,4/27/2021 11:17:54,29.5,media & digital,managing editor,,117120,0.0,USD,,,united states,maryland,bethesda,6.0,6.0,College degree,Woman,White,117120.0,117120.0
972,4/27/2021 11:17:57,29.5,computing or tech,project manager ,Running web build projects in a digital agency,32000,500.0,GBP,,Bonus is variable depending on company growth,england,,leeds,6.0,3.0,College degree,Woman,White,32500.0,40950.0
977,4/27/2021 11:18:01,39.5,nonprofits,administrative assistant ,,45000,500.0,USD,,,united states,florida,gainesville,15.5,15.5,College degree,Woman,White,45500.0,45500.0
984,4/27/2021 11:18:09,29.5,government and public administration,senior analyst,,85000,8000.0,CAD,,,canada,ontario,ottawa,15.5,1.0,Master's degree,Woman,White,93000.0,68820.0
989,4/27/2021 11:18:13,29.5,education (higher education),assistant professor,,124000,1000.0,CAD,,,canada,ontario,mississauga,6.0,6.0,PhD,Man,White,125000.0,92500.0
991,4/27/2021 11:18:15,29.5,education (higher education),associate director,"I work at a top business school, which has higher salaries ",102500,0.0,USD,,,united states,pennsylvania,hanover,15.5,15.5,Master's degree,Woman,White,102500.0,102500.0
998,4/27/2021 11:18:23,49.5,"accounting, banking & finance",senior manager,"Manage people, clients and work",100962,0.0,CAD,,,canada,ontario,london,25.5,15.5,Some college,Woman,White,100962.0,74711.88
1000,4/27/2021 11:18:24,21.0,media & digital,account manager,Healthcare specific,36000,0.0,GBP,,,united kingdom,,london,3.0,3.0,College degree,Woman,White,36000.0,45360.0
1002,4/27/2021 11:18:25,29.5,auto repair,office manager,,56000,0.0,USD,,,united states,california,san rafael,9.0,6.0,College degree,Woman,White,56000.0,56000.0
1007,4/27/2021 11:18:28,39.5,computing or tech,senior product manager,"Managing digital products, like websites and data services",85000,10000.0,GBP,,,united kingdom,,london,15.5,6.0,College degree,Woman,White,95000.0,119700.0
1011,4/27/2021 11:18:33,29.5,health care,program manager,,120000,12000.0,USD,,,united states,california,los angeles,6.0,6.0,Master's degree,Woman,"Asian or Asian American, White",132000.0,132000.0
1012,4/27/2021 11:18:33,29.5,business or consulting,senior consultant,,140400,10000.0,USD,,,united states,indiana,indianapolis,15.5,9.0,Master's degree,Woman,White,150400.0,150400.0
1015,4/27/2021 11:18:35,39.5,insurance,account manager,Employee health and benefits,46000,1000.0,USD,,,united states,kentucky,lexington,9.0,1.0,Some college,Woman,White,47000.0,47000.0
1016,4/27/2021 11:18:35,49.5,health care,executive assistant,,95000,14000.0,USD,,,united states,california,sunnyvale,25.5,6.0,Master's degree,Woman,White,109000.0,109000.0
1028,4/27/2021 11:18:53,49.5,education (higher education),professor,,110000,10000.0,USD,,,united states,illinois,chicago,15.5,15.5,PhD,Woman,White,120000.0,120000.0
1034,4/27/2021 11:18:56,59.5,editor in educational publishing,editor,,49000,0.0,USD,,,united states,illinois,chicago,25.5,15.5,Some college,Woman,White,49000.0,49000.0
1035,4/27/2021 11:18:57,39.5,health care,project manager,,200000,0.0,USD,,,united states,minnesota,minneapolis,9.0,9.0,College degree,Man,Another option not listed here or prefer not to answer,200000.0,200000.0
1040,4/27/2021 11:19:07,29.5,"accounting, banking & finance",staff accountant,,62500,1000.0,USD,,,united states,oregon,medford,3.0,3.0,College degree,Woman,White,63500.0,63500.0
1044,4/27/2021 11:19:08,49.5,computing or tech,operations manager,,93000,5000.0,USD,,Small tech company - less than 50 employees,united states,south carolina,beaufort,25.5,15.5,College degree,Woman,White,98000.0,98000.0
1046,4/27/2021 11:19:11,49.5,education (higher education),associate director,,75000,0.0,USD,,,united states,virginia,manassas,25.5,15.5,College degree,Woman,White,75000.0,75000.0
1048,4/27/2021 11:19:15,39.5,business or consulting,administrative assistant,,48410,0.0,CAD,,,canada,british columbia,vancouver,15.5,9.0,College degree,Woman,"Black or African American, Native American or Alaska Native, White",48410.0,35823.4
1051,4/27/2021 11:19:19,29.5,business or consulting,operations manager,"Business development, writing, event production, plus general ops support",66000,0.0,USD,,,united states,washington,,6.0,3.0,College degree,Non-binary,White,66000.0,66000.0
1054,4/27/2021 11:19:21,39.5,government and public administration,librarian,,60000,0.0,USD,,,united states,florida,tampa,15.5,15.5,Master's degree,Man,White,60000.0,60000.0
1056,4/27/2021 11:19:26,49.5,education (higher education),manager,Career Development Centre,75603,0.0,USD,,"Salary only, not including pension",canada,alberta,calgary,25.5,9.0,Master's degree,Woman,White,75603.0,75603.0
1060,4/27/2021 11:19:28,29.5,computing or tech,senior program manager,,150000,5000.0,USD,,,united states,california,san francisco,6.0,6.0,College degree,Woman,White,155000.0,155000.0
1065,4/27/2021 11:19:30,39.5,property or construction,controller,,118360,5000.0,USD,,,united states,florida,orlando,25.5,15.5,College degree,Woman,White,123360.0,123360.0
1082,4/27/2021 11:19:46,39.5,government and public administration,senior project manager,,120000,0.0,USD,,,united states,minnesota,minneapolis,15.5,15.5,Master's degree,Woman,White,120000.0,120000.0
1084,4/27/2021 11:19:48,29.5,computing or tech,product manager,,70000,5000.0,USD,,,united states,new york,brooklyn,6.0,3.0,College degree,Woman,White,75000.0,75000.0
1086,4/27/2021 11:19:50,49.5,transport or logistics,it manager,,90000,7500.0,USD,,,united states,texas,houston,15.5,15.5,Master's degree,Man,Asian or Asian American,97500.0,97500.0
1089,4/27/2021 11:19:58,39.5,education (higher education),assistant professor,"Humanities, private R2 ",70000,0.0,USD,,,united states,wisconsin,milwaukee,15.5,6.0,,,White,70000.0,70000.0
